text,predicted class
"Σε δύο προηγούμενα ψηφίσματα το 2007 και το 2008 , το Κοινοβούλιό μας επιβεβαίωσε το νομικό καθεστώς των διαμενόντων στο στρατόπεδο Ασράφ στο πλαίσιο της Τέταρτης Σύμβασης τη Γενεύης .",3
"Οι κανόνες είναι βεβαίως απαραίτητοι , δεδομένου ότι η σταθερότητα του κοινού νομίσματός μας εξαρτάται από αυτούς , αλλά η μεταρρύθμιση του συμφώνου είναι θετική στο μέτρο κατά το οποίο επιτρέπει να συμβιβάζεται η θεμελιώδης αρχή της τήρησης του κράτους δικαίου με την ελάχιστη ευελιξία που απαιτείται για τη διαχείριση του δημοσίου χρήματος των κρατών μελών .",3
"Ανήκει στην Κεντρική Ευρώπη και πρέπει να ενσωματωθεί σε αυτήν , γιατί έτσι θα σταθεροποιηθούν και τα γειτονικά Βαλκάνια .",3
"Στις 8 Απριλίου του 2003 , ως αποτέλεσμα των επιθέσεων που εξαπέλυσαν οι αμερικανικές δυνάμεις , έχασαν τη ζωή τους κατά τη διάρκεια άσκησης του δημοσιογραφικού τους έργου , ο Χοσέ Κούσο , Ισπανός και Ευρωπαίος πολίτης , εικονολήπτης στο τηλεοπτικό κανάλι Tele 5 , ο Τάρας Πρότσιουκ ( του Πρακτορείου Ρόιτερς ) και ο Τάρεκ Αγιούμπ ( του τηλεοπτικού καναλιού Αλ Τζαζίρα ) .",3
"Στο ψήφισμα το οποίο ενέκρινε το Κοινοβούλιο με διακομματική στήριξη , συμφωνήσαμε ότι πρέπει να υπάρχει συγκεκριμένη βιομηχανική πολιτική .",3
"Αυτό δεν ήταν το είδος της ΕΕ , υπέρ της οποίας ψηφίσαμε στα δημοψηφίσματα που διεξήχθησαν πριν την περσινή διεύρυνση .",3
Αυτό είναι ένα δεύτερο σημείο .,3
Πρέπει πρώτα να επεξεργαστούμε το περιεχόμενο .,3
"Όσο αυτά όχι μόνο δεν εξασφαλίζονται αλλά υποσκάπτονται από μεγάλα οικονομικά και στρατιωτικά συμφέροντα που καταλύουν κατά το δοκούν και προς ίδιον όφελος δομές , κοινωνίες , δικαιώματα και αξιοπρέπειες λαών , τα κύματα των ξερριζωμένων , των διωκόμενων θα διογκώνονται .",3
"Επικροτούμε συνεπώς τις απόψεις εκείνες στην έκθεση Sφrensen , οι οποίες υποστηρίζουν την άποψή μας .",3
"Θα επιθυμούσαμε , γενικά , να δούμε μια περισσότερο ισορροπημένη πολιτική όσον αφορά τις επενδύσεις , η οποία να αποσκοπεί στην αύξηση της διαφοροποίησης και τις περιβαλλοντικές επενδύσεις και , παράλληλα , στη μείωση των επενδύσεων στον οδικό τομέα .",3
"Δεύτερον , προτρέπω έντονα την Επιτροπή και το Συμβούλιο να ακολουθήσουν το προηγούμενο μετά το τσουνάμι , παραχωρώντας ειδικά δικαιώματα εμπορικής εκμετάλλευσης για να βοηθήσουν τις χώρες που επλήγησαν από φυσικές καταστροφές αυτής της κλίμακας .",3
"Αυτό ίσως οφείλεται στο ότι ομιλώ ελληνικά , που δεν είναι μια ιδιαίτερα διαδεδομένη γλώσσα , και την ομιλώ γρήγορα για να βοηθήσω το έργο όλων .",3
"Κατά συνέπεια , είναι χρήσιμο ότι βελτιώνουμε τους ελέγχους και τη διαδικασία άσκησης δίωξης .",3
Πρέπει να λάβουμε υπόψη ότι ορισμένες κυβερνήσεις είχαν ήδη σχεδιάσει -και σε ορισμένες περιπτώσεις εκτελέσει- γενικές περικοπές των δημόσιων προϋπολογισμών τους πριν από την εκδήλωση της κρίσης .,3
"Κύριοι Επίτροποι , τα προγράμματα λιτότητας στην Ελλάδα , την Ισπανία , την Πορτογαλία και τη Γαλλία δεν έχουν καμία πιθανότητα επιτυχίας .",3
"Εάν επιθυμούμε να διαφημιστούμε εξωτερικά - εντάξει , είναι σωστό , έχουμε λόγους να το κάνουμε , τα προϊόντα μας είναι καλά - δεν θέλω η διαφήμιση να είναι γενικού χαρακτήρα , αλλά να διαφημίζεται η ευρωπαϊκή ποικιλομορφία .",3
"Επιτροπή πρέπει να εκκινήσει διαδικασία επανεξέτασης αυτού του καταλόγου με τα επικίνδυνα απόβλητα , με στόχο να συμπεριληφθεί σ  αυτόν και η τοξική ιλύς και ταυτόχρονα να διαπιστωθεί αν θα μπορούσαν να συμπεριληφθούν και άλλα είδη αποβλήτων .",3
"Το κλείσιμο του εναέριου χώρου την πρώτη ημέρα ήταν μία άμεση αντίδραση σε ένα πρόβλημα με το οποίο εμείς , στην Ευρώπη , δεν ήμασταν εξοικειωμένοι έως σήμερα , ήτοι με το νέφος ηφαιστειακής τέφρας .",3
"Ασφαλώς , θα ήταν καλό να διαθέτουμε περισσότερες γραμμές αυτού του είδους , αλλά ποιο το όφελος της καλύτερης σιδηροδρομικής γραμμής υψηλής ταχύτητας εάν πρέπει να σταματά στα σύνορα ;",3
