"Είδος.Τεκμηρίου"	"Θεματική"	"Διάλεκτος"	"Κοινωνιόλεκτος"	"Jargon"	"Ύφος"	"Ποικιλία"	"Ιστορική.Περίοδος"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"fragmentum"	"φιλολογία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"δημοτική"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"fragmentum"	"τραγωδία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	"φιλολογία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"fragmentum"	"φιλοσοφία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"fragmentum"	"ιστορία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"φιλοσοφία"	"οχι"	"οχι"	"ναι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"χωρίο"	"θεολογία"	"οχι"	"οχι"	"ναι"	"επίσημο"	"κνε"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"δημοτική"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"fragmentum"	NA	"οχι"	"ναι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"χωρίο"	"λογοτεχνία"	"αττική"	"οχι"	"οχι"	"λογοτεχνικό"	"προμεσαιωνική"	"ελληνιστική"
"fragmentum"	"ιστορία"	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"δημοτική"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"δημοτική"	"νε"
"fragmentum"	"βιβλιογραφία"	"οχι"	"οχι"	"οχι"	NA	NA	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"κνε"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	"τραγωδία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"δημοτική"	"νε"
"fragmentum"	"λογοτεχνία"	"αττική"	"οχι"	"οχι"	"λογοτεχνικό"	"προμεσαιωνική"	"ελληνιστική"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	"φιλοσοφία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"fragmentum"	NA	NA	NA	NA	NA	NA	NA
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"κνε"	"νε"
"χωρίο"	"φιλολογία"	"οχι"	"οχι"	"ναι"	"επίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"δημοτική"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"χωρίο"	"φιλολογία"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"fragmentum"	"ευρετήριο"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"δημοτική"	"νε"
NA	NA	NA	NA	NA	NA	NA	NA
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"παραινετικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"φιλολογία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"χωρίο"	"φιλολογία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"χωρίο"	"φιλολογία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"fragmentum"	"φιλολογία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"
"fragmentum"	"φιλολογία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"χωρίο"	"φιλολογία"	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"δημοτική"	"νε"
"fragmentum"	"κωμωδία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"κνε"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"δημοτική"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"χωρίο"	"θεολογία"	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"δημοτική"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"δημοτική"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"fragmentum"	"θεολογία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	"φιλολογία"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	"φιλολογία"	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"κνε"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	"φιλολογία"	"οχι"	"οχι"	"ναι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"φιλολογία"	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"δημοτική"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"δημοτική"	"νε"
"fragmentum"	"φιλοσοφία"	"οχι"	"οχι"	"ναι"	"επίσημο"	"καθαρεύουσα"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"δημοτική"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"κνε"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"δημοτική"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"χωρίο"	"κωμωδία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"fragmentum"	"φιλολογία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	NA	"οχι"	"ναι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"χωρίο"	"θεολογία"	"οχι"	"οχι"	"ναι"	"επίσημο"	"κνε"	"νε"
"χωρίο"	"φιλολογία"	"οχι"	"οχι"	"ναι"	"επίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"χωρίο"	"φιλοσοφία"	"οχι"	"οχι"	"ναι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"φιλολογία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"fragmentum"	"φιλοσοφία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"δημοτική"	"νε"
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"δημοτική"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"δημοτική"	"νε"
"fragmentum"	NA	"οχι"	"ναι"	"οχι"	"ανεπίσημο"	"κνε"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"κνε"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"χωρίο"	"φιλολογία"	"οχι"	"οχι"	"ναι"	"επίσημο"	"κνε"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"δημοτική"	"νε"
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"χωρίο"	"φιλολογία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"δημοτική"	"νε"
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"δημοτική"	"νε"
"fragmentum"	"τραγωδία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"κνε"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"επίσημο"	"κνε"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	"φιλολογία"	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"κνε"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"κνε"	"νε"
"χωρίο"	"φιλολογία"	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"κνε"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"δημοτική"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"κνε"	"νε"
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"fragmentum"	"φιλοσοφία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"φιλολογία"	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	"φιλολογία"	"οχι"	"οχι"	"ναι"	"επίσημο"	"κνε"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"χωρίο"	"φιλολογία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"fragmentum"	NA	"ναι"	"οχι"	"οχι"	"ανεπίσημο"	"δημοτική"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"fragmentum"	"ιστορία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"καθαρεύουσα"	"νε"
"fragmentum"	NA	NA	NA	NA	NA	NA	NA
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	NA	"καθαρεύουσα"	"νε"
