text,mask,Classified
Πιστεύω ότι είναι αρκετά εύγλωττα τα όσα λένε οι πραξικοπηματίες σχετικά με την αποκατάσταση του Εθνικού Κοινοβουλίου .,1,Καθαρεύουσα
"Οφείλουμε να αντιδράσουμε εναντίον αυτού του κράματος που εξομοιώνει τους « μετανάστες χωρίς νόμιμη άδεια » με τους παρανόμους , που εξομοιώνει μετανάστευση και παρανομία .",1,Καθαρεύουσα
"Kυρία Πρόεδρε , θυμάμαι πολύ καλά ότι ο κ . Samper , όταν πριν από δύο χρόνια περίπου ήταν εδώ στο Σώμα μας , μας διαβεβαίωνε ότι θα έκανε τα πάντα για να δοθεί μεγαλύτερη προσοχή και βαρύτητα στην τήρηση των ανθρωπίνων δικαιωμάτων στη χώρα του .",1,Καθαρεύουσα
"Εκτός αυτού θεωρούμε ότι η τελική πρόταση ψηφίσματος - πέραν των άλλων εξ αιτίας της απόρριψης των ευνοϊκών για την υγεία τροπολογιών της Ομάδας των Πρασίνων - δεν λαμβάνει υπόψη της σε αρκετά υψηλό βαθμό την ανάγκη της προσπάθειας περιορισμού , με τη φορολογία ως μέσο , της χρήσης τόσο του καπνού όσο και του αλκοόλ , και τα δύο αποδεδειγμένα σε υψηλό βαθμό επιβλαβή για την υγεία του πληθυσμού .",1,Καθαρεύουσα
Η έκθεση της Επιτροπής περιλαμβάνει μία διευκρινιστική σύνοψη των διαφόρων προγραμμάτων βοήθειας που εκτελούνται στην περιοχή της Βαλτικής .,1,Καθαρεύουσα
( H συνεδρίαση λήγει στις 00 ),0,---
"Θα ήταν προτιμότερο αν είχε προστεθεί δεύτερη ανάγνωση , διότι αυτό θα μας είχε δώσει την ευκαιρία να καταλήξουμε σε μια θέση στην Ολομέλεια , προτού αυτό συζητηθεί στο Συμβούλιο .",1,Καθαρεύουσα
"Αυτός είναι ένας παραγωγικός τομέας που αποτελεί αληθινά μέρος της ευρωπαϊκής πολιτιστικής κληρονομιάς μας και που επιτρέπει σε μας να απολαμβάνουμε μια ισορροπημένη , υγιεινή και ποικίλη διατροφή .",1,Καθαρεύουσα
"Παρά την κατανόησή μου και την προσπάθειά μου να παρακολουθήσω τα επιχειρήματα , δεν μπορώ πραγματικά να παρακολουθήσω τον κ . Krahmer που είπε βασικά πως αν έχει κανείς αρκετά χρήματα για να αγοράσει ένα ιδιαίτερα μεγάλο και ακριβό αυτοκίνητο , έχει ταυτόχρονα και το δικαίωμα να προξενεί περισσότερη ρύπανση .",1,Καθαρεύουσα
Πάντα δίνω περισσότερο χρόνο σε ανθρώπους που μιλάνε γλώσσα διαφορετική από τη μητρική τους .,1,Καθαρεύουσα
Αυτή είναι μια νομοθεσία που απλώς την εφαρμόζουμε και η οποία αφορά τον τρόπο εφαρμογής των προτύπων μας .,1,Καθαρεύουσα
"Είτε πρόκειται για την γενικότερη περίπτωση της διάκρισης μεταξύ κοινοτικών και εθνικών πολιτών ή την πιο συγκεκριμένη που αφορά την επαπειλούμενη απέλαση κοινοτικών πολιτών , μόνο και μόνο γιατί έμειναν άνεργοι , ή ακόμα για την περίπτωση του επαγγελματία που δεν πετυχαίνει και δεν του αναγνωρίζουν το δίπλωμά του , υπάρχει ένας ατέλειωτος αριθμός περιπτώσεων εξαιρετικού ενδιαφέροντος , που υποβάλλονται στο Ευρωπαϊκό Κοινοβούλιο από τον πολίτη της Κοινότητας μέσω της διαδικασίας αναφοράς .",1,ΚΝΕ
Χαιρετίζω το γεγονός ότι το σχέδιο πρέπει να περιλαμβάνει φρέσκα φρούτα και λαχανικά μόνο από την Ευρωπαϊκή Ένωση .,1,Καθαρεύουσα
"Κυρία Πρόεδρε , κατά την ώρα των ερωτήσεων προς την Επιτροπή απέσυρα την ερώτησή μου , όμως αυτό δεν προκύπτει από τα πρακτικά .",1,Καθαρεύουσα
"Ωστόσο , υπάρχουν σαφείς περιπτώσεις όπου η αυτορρύθμιση δεν διασφαλίσει την ίση μεταχείριση όλων των φορέων ·",1,Καθαρεύουσα
"Αυτοί οι κανονισμοί έχουν διαφορετικό προσανατολισμό , δηλαδή για να έχει κάποιος πρόσβαση σε έγγραφο που έχει υποβληθεί στο Κοινοβούλιο , δεν θα πρέπει να απευθυνθεί στο Κοινοβούλιο , αλλά στον συντάκτη του εγγράφου .",1,ΚΝΕ
"Ως προς το πρώτο ερώτημα , είναι σημαντικό να θυμηθούμε ότι το 1996 ήταν το πρώτο πλήρες έτος εργασίας για τον Ευρωπαίο Διαμεσολαβητή .",1,Καθαρεύουσα
"Επομένως , δεν υπάρχει τίποτα πιο αντίθετο σε αυτό το πνεύμα από τη διάκριση μεταξύ εκείνων που μιλούν μια μειονοτική γλώσσα αναγνωρισμένη για εδαφικούς λόγους και των άλλων πολιτών , που συνήθως έχουν μεγαλύτερη ανάγκη , η γλώσσα των οποίων , επίσης μειονοτική , δεν έχει , ωστόσο , επίσημη αναγνώριση .",1,Καθαρεύουσα
"Η αντικατάσταση της αρχής της ομοφωνίας με αποφάσεις σύμφωνα με την αρχή της ειδικής πλειοψηφίας , έχει στην πραγματικότητα το ίδιο αποτέλεσμα με την κατάργηση του δικαιώματος αρνησικυρίας , δηλαδή , μία χώρα που θέλει να εμποδίσει μία "" ενισχυμένη συνεργασία » άλλων χωρών δεν μπορεί πλέον να το κάνει .",1,ΚΝΕ
"Η έκθεση Thors για την ιδία πρωτοβουλία έρευνα του Διαμεσολαβητή , σχετικά με την πρόσβαση του κοινού στα έγγραφα , δείχνει επίσης πόσο το έργο του Διαμεσολαβήτη και το έργο του Ευρωπαϊκού Κοινοβουλίου , ειδικά της Επιτροπής Αναφορών , μπορεί να έχουν αποδοτική αλληλεπίδραση προς όφελος των ευρωπαίων πολιτών .",1,ΚΝΕ
